learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),Precision (percent),Recall (percent),model training instances,model serialized size (bytes),Change detected
6900.0,0.228943,1.2659107065863078E-9,6900.0,83.43478260869566,66.86950398059967,66.84073107049609,66.41198942109904,83.43537140733022,83.43604982550855,83.43469300018424,136.0,3320.0,0.0
7000.0,0.231494,1.2800177021159065E-9,7000.0,83.51428571428572,67.0283372624769,67.02857142857144,66.53132250580047,83.5150934039322,83.51623160414523,83.51395523474264,236.0,3320.0,0.0
7100.0,0.233883,1.293228839834531E-9,7100.0,83.59154929577464,67.18317150336821,67.22925457102671,66.66666666666666,83.59270663612263,83.5937502479821,83.59166305032042,336.0,3320.0,0.0
7200.0,0.236199,1.3060362885395686E-9,7200.0,83.73611111111111,67.47282457732264,67.54434589800444,66.83659020107618,83.73766311021231,83.7377034608091,83.7376227596544,436.0,3320.0,0.0
7300.0,0.238586,1.3192363662852182E-9,7300.0,83.83561643835617,67.67169878279856,67.75956284153004,66.96528555431131,83.83714978323917,83.83649957109947,83.83780000546469,536.0,3320.0,0.0
7400.0,0.241643,1.3361415349774891E-9,7400.0,83.75675675675676,67.51337113237895,67.53983256818795,66.75884955752213,83.75765220995248,83.75654748182542,83.7587569672221,78.0,3320.0,2.0
7500.0,0.24448,1.3518301066425113E-9,7500.0,83.72,67.43908308457968,67.51795690343178,66.66666666666667,83.72007031061908,83.71893728191777,83.72120336998897,66.0,3320.0,1.0
7600.0,0.247158,1.3666394104560218E-9,7600.0,83.73684210526315,67.47263675734709,67.50788643533122,66.72947510094211,83.7366174517368,83.73575765550363,83.73747726562688,18.0,3320.0,1.0
7700.0,0.249624,1.3802763571341834E-9,7700.0,83.72727272727273,67.45427318805028,67.54726754726755,66.71978751660026,83.72796602562205,83.72689085041347,83.72904122844463,118.0,3320.0,0.0
7800.0,0.25255,1.3964570975965925E-9,7800.0,83.67948717948718,67.35774249468717,67.43412637503198,66.54402102496715,83.67967844232018,83.67803424685815,83.68132270239728,21.0,3320.0,2.0
7900.0,0.254985,1.4099226146936417E-9,7900.0,83.73417721518987,67.46727435014347,67.53410813542193,66.70121793210677,83.73420909871757,83.73294098102434,83.73547725482211,121.0,3320.0,0.0
8000.0,0.257324,1.4228572530878914E-9,8000.0,83.775,67.54926985857182,67.5986020968547,66.85393258426966,83.77497691987345,83.77417896761071,83.7757748873374,221.0,3320.0,0.0
8100.0,0.259614,1.435520922144254E-9,8100.0,83.79012345679013,67.57937327132973,67.59624876604146,66.86017163048965,83.79014090948029,83.78912424093869,83.79115760269403,321.0,3320.0,0.0
8200.0,0.262214,1.4498988870117399E-9,8200.0,83.73170731707317,67.46143057503505,67.3679060665362,66.69163545568038,83.73097216805375,83.72991262316415,83.73203173975934,42.0,3320.0,1.0
8300.0,0.264886,1.4646750109063253E-9,8300.0,83.74698795180723,67.4901251186089,67.38394584139265,66.65018541409147,83.74518113201034,83.74420036118902,83.74616192580456,142.0,3320.0,0.0
8400.0,0.267379,1.4784612672196492E-9,8400.0,83.82142857142857,67.63724319524815,67.55014326647564,66.74008810572687,83.8186992722495,83.81774149351614,83.81965707287202,242.0,3320.0,0.0
8500.0,0.270392,1.4951231165064705E-9,8500.0,83.56470588235294,67.12441740630382,67.02855794194005,66.25603864734299,83.56225424227269,83.56157128485286,83.56293721085638,20.0,3320.0,3.0
8600.0,0.272958,1.5093130618333815E-9,8600.0,83.5813953488372,67.15618285560966,67.15515236101417,66.26851409460104,83.57809506143819,83.57831666031596,83.57787346373551,120.0,3320.0,0.0
8700.0,0.275723,1.524603474471304E-9,8700.0,83.64367816091955,67.27949890569573,67.25724804417855,66.37523629489604,83.63979303114209,83.64063323726512,83.63895284189935,220.0,3320.0,0.0
8800.0,0.278147,1.5380081617169908E-9,8800.0,83.77272727272728,67.5375133090409,67.49374004097429,66.65109761793555,83.76884391439934,83.77004776764336,83.7676400957558,320.0,3320.0,0.0
8900.0,0.280547,1.5512801292869778E-9,8900.0,83.84269662921349,67.6767993106108,67.66359343377559,66.79750634957286,83.83861851080893,83.84061498674046,83.8366221299583,420.0,3320.0,0.0
