learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),Precision (percent),Recall (percent),model training instances,model serialized size (bytes),Change detected
1700.0,0.079461,4.511653259396553E-10,1700.0,90.52941176470588,80.42023876291964,29.385964912280706,76.1127596439169,90.24672477703022,89.93614037181821,90.55946175293974,122.0,2688.0,0.0
1800.0,0.081699,4.6371281147003173E-10,1800.0,90.55555555555556,80.55127598883415,31.17408906882592,76.45429362880887,90.31800840316194,90.00308063693431,90.63514782153686,85.0,2632.0,1.0
1900.0,0.084117,4.775297020872434E-10,1900.0,90.42105263157895,80.1931880146449,30.26819923371647,75.86206896551724,90.13104999293294,89.82958269608913,90.43454754654381,52.0,2672.0,1.0
2000.0,0.087075,4.943098127841949E-10,2000.0,90.05,79.36609320304593,28.928571428571416,74.746192893401,89.71240292343651,89.42440914789356,90.00225767609874,15.0,2592.0,2.0
2100.0,0.089726,5.091618353294001E-10,2100.0,90.0,79.20645024400595,28.327645051194537,74.42143727161998,89.63141410121904,89.33960699970307,89.92513368983957,56.0,2624.0,1.0
2200.0,0.092751,5.264221918251779E-10,2200.0,89.5,78.06676817583875,26.198083067092636,72.88732394366197,89.05265998512874,88.80018430190506,89.30657543391189,15.0,2656.0,4.0
2300.0,0.09475,5.378613890045219E-10,2300.0,89.26086956521739,77.8212772070972,24.46483180428136,73.12295973884659,88.93979027099161,88.67173556079105,89.2094705544029,115.0,2688.0,0.0
2400.0,0.096659,5.485248068968455E-10,2400.0,89.625,78.64951768488746,28.85714285714287,74.35633367662203,89.35416482164223,89.09846547314577,89.61133603238866,215.0,2688.0,0.0
2500.0,0.098884,5.612112312681145E-10,2500.0,89.32,78.00685066009102,28.22580645161292,73.51190476190476,89.03534861650638,88.76684182845061,89.3054847209826,97.0,2648.0,1.0
2600.0,0.100902,5.725628613597817E-10,2600.0,89.46153846153845,78.30282002426769,30.632911392405056,73.95437262357414,89.17750114900224,88.93539843808685,89.42092557701366,197.0,2680.0,0.0
2700.0,0.103435,5.869530058569378E-10,2700.0,89.18518518518519,77.77583587268747,30.310262529832972,73.47865576748411,88.91185376582077,88.6882543542848,89.13658349763827,25.0,2608.0,2.0
2800.0,0.105822,6.005532356599967E-10,2800.0,89.03571428571428,77.50915750915752,30.22727272727272,73.3275412684622,88.77572302774412,88.57291666666667,88.97946025605602,86.0,2640.0,1.0
2900.0,0.107759,6.114371990164121E-10,2900.0,89.13793103448275,77.72472786859662,31.07221006564546,73.55163727959697,88.88774136824134,88.66617432131066,89.11041853274273,186.0,2664.0,0.0
3000.0,0.110065,6.245759212308459E-10,3000.0,89.36666666666667,78.01358608749352,31.545064377682436,73.39449541284405,89.02914758005069,88.79020112442517,89.2693835805589,68.0,2688.0,1.0
3100.0,0.112365,6.376614173253377E-10,3100.0,89.32258064516128,78.00077868796224,32.8600405679513,73.60446570972886,89.0228951155562,88.79592342495091,89.25103010655798,81.0,2624.0,1.0
3200.0,0.115085,6.531814734141031E-10,3200.0,89.21875,77.72438445452586,32.748538011695906,73.08892355694229,88.88505892102546,88.64645915792862,89.12494657520666,48.0,2656.0,2.0
3300.0,0.117137,6.649239609638849E-10,3300.0,89.27272727272727,77.92099792099792,33.45864661654135,73.54260089686098,88.98610633338257,88.74812030075188,89.2253721596142,148.0,2688.0,0.0
3400.0,0.119168,6.76268854488929E-10,3400.0,89.47058823529412,78.41909020472787,33.70370370370367,74.44682369735902,89.23360378321547,89.0193522478934,89.44888912673142,248.0,2688.0,0.0
3500.0,0.121675,6.905527992380988E-10,3500.0,89.31428571428572,78.17757948845846,33.33333333333331,74.33081674673987,89.1215194015841,88.8900093845195,89.35423848237937,59.0,2640.0,1.0
3600.0,0.123601,7.01378939880265E-10,3600.0,89.52777777777777,78.47907370584261,33.74340949033387,74.28376534788539,89.26836225382871,89.0214741813739,89.51662355082878,159.0,2672.0,0.0
3700.0,0.125862,7.142706277469793E-10,3700.0,89.67567567567568,78.68821066313231,35.14431239388799,74.2760942760943,89.37090409687808,89.11444396974943,89.62884460413605,97.0,2688.0,1.0
3800.0,0.127946,7.261703556610477E-10,3800.0,89.92105263157895,79.10898695381067,36.69421487603305,74.55149501661128,89.58104311262849,89.30951685352227,89.85422544031604,197.0,2688.0,0.0
3900.0,0.130253,7.39352972143226E-10,3900.0,89.8974358974359,79.09380928590787,36.55394524959739,74.58064516129032,89.57754664359932,89.29214105270444,89.86478257578001,53.0,2672.0,1.0
4000.0,0.13219,7.502289178470769E-10,4000.0,90.05,79.39736783256168,37.32283464566925,74.96855345911949,89.72487533880998,89.45847602739725,89.99286601563844,153.0,2688.0,0.0
