learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),Precision (percent),Recall (percent),model training instances,model serialized size (bytes),Change detected,Warning detected
100.0,6.83E-4,1.6128499474790363E-12,100.0,77.0,41.146366427840334,47.72727272727273,20.689655172413808,70.75940895861288,72.03947368421053,69.52404079650316,100.0,1112.0,0.0,0.0
200.0,0.004556,1.079870801832941E-11,200.0,79.0,50.000000000000014,49.3975903614458,38.235294117647065,75.62784783299777,78.0,73.39572192513369,200.0,1112.0,0.0,0.0
300.0,0.005361,1.3052850133842893E-11,300.0,78.33333333333333,49.13928012519561,48.818897637795274,38.09523809523809,75.26308216226883,77.66682330827068,73.00366300366301,300.0,1112.0,0.0,0.0
400.0,0.006197,1.5393797722127705E-11,400.0,79.5,51.88216999677259,52.325581395348856,41.007194244604335,76.56958491290486,78.90229152365075,74.37084814906696,400.0,1112.0,0.0,0.0
500.0,0.007441,1.9410157369242776E-11,500.0,81.2,56.13625758282782,57.27272727272727,46.2857142857143,78.70481133607383,81.10842177124061,76.43956043956044,500.0,1112.0,0.0,0.0
600.0,0.008363,2.238691267040041E-11,600.0,82.33333333333334,58.94178254638417,60.2996254681648,49.76303317535546,80.11069938039728,82.55251786249092,77.8091838350857,600.0,1112.0,0.0,0.0
700.0,0.009564,2.67789616352982E-11,700.0,82.0,58.11926039183657,59.744408945686885,48.98785425101214,79.76690042711,82.3424337550602,77.34759721514688,700.0,1112.0,0.0,0.0
800.0,0.010858,3.151111097799407E-11,800.0,83.0,60.57542486502155,61.79775280898875,51.601423487544466,80.87774898017966,83.22798648380044,78.65660077208429,800.0,1112.0,0.0,0.0
900.0,0.011864,3.562102508213785E-11,900.0,83.77777777777777,62.33122151191124,63.771712158808924,53.354632587859406,81.67289417211407,83.8728773952329,79.58537209289668,900.0,1112.0,0.0,0.0
1000.0,0.013814,4.3587558385398654E-11,1000.0,84.5,64.09942837025301,65.78366445916114,55.58739255014326,82.55969472058752,84.78061973416983,80.45215868027589,1000.0,1112.0,0.0,0.0
1100.0,0.015169,4.9703771041499244E-11,1100.0,84.72727272727273,64.89588438436728,66.53386454183267,56.58914728682171,82.90016529721753,84.94347820750431,80.95284690737901,1100.0,1112.0,0.0,0.0
1200.0,0.016204,5.437556447254287E-11,1200.0,84.58333333333333,64.67645542550551,66.36363636363637,56.57276995305164,82.8289227702673,84.94091070071622,80.81941259962878,1200.0,1112.0,0.0,0.0
1300.0,0.018803,6.72203902569082E-11,1300.0,84.76923076923077,65.12317994217007,66.88963210702342,57.04989154013017,83.02986004270862,85.09130839838673,81.0659317077711,1300.0,1112.0,0.0,0.0
1400.0,0.020896,7.756445349918471E-11,1400.0,84.42857142857143,64.37018583072803,66.56441717791411,56.312625250501,82.69316924987152,84.83162392514485,80.65987691253763,1400.0,1112.0,0.0,0.0
