learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),F1 Score for class 2 (percent),F1 Score for class 3 (percent),F1 Score for class 4 (percent),F1 Score for class 5 (percent),F1 Score for class 6 (percent),Precision (percent),Precision for class 0 (percent),Precision for class 1 (percent),Precision for class 2 (percent),Precision for class 3 (percent),Precision for class 4 (percent),Precision for class 5 (percent),Precision for class 6 (percent),Recall (percent),Recall for class 0 (percent),Recall for class 1 (percent),Recall for class 2 (percent),Recall for class 3 (percent),Recall for class 4 (percent),Recall for class 5 (percent),Recall for class 6 (percent),model training instances,model serialized size (bytes),Change detected,Warning detected
1100.0,0.277372,3.0072996910247537E-9,1100.0,63.63636363636363,38.761563973984806,11.699779249448131,12.47264770240699,?,55.333333333333336,69.64433416046319,?,?,57.800511508951416,?,?,?,50.455927051671736,73.98945518453426,?,?,55.940594059405946,?,?,?,61.254612546125465,65.78125,?,?,59.78835978835979,?,?,1100.0,14592.0,0.0,0.0
1200.0,0.291803,3.1634117828475105E-9,1200.0,62.916666666666664,38.79796451657269,11.530815109343937,14.587332053742804,?,55.88235294117647,68.08176100628931,?,?,58.928571428571416,?,?,?,50.80213903743316,72.6510067114094,?,?,57.391304347826086,?,?,?,62.091503267973856,64.05325443786982,?,?,60.550458715596335,?,?,22.0,14440.0,1.0,0.0
1300.0,0.307617,3.3345831185579303E-9,1300.0,64.61538461538461,43.031179473695744,16.21129326047359,23.333333333333346,?,56.100981767180926,68.08188021228202,?,?,67.25352112676057,?,?,?,51.67958656330749,72.18649517684888,?,?,65.63573883161511,?,?,?,61.34969325153374,64.41893830703013,?,?,68.95306859205776,?,?,122.0,14464.0,0.0,0.0
1400.0,0.315905,3.424344203538365E-9,1400.0,65.42857142857143,45.23948834157111,20.263591433278417,28.71870397643593,?,57.25190839694657,67.3514306676449,?,?,71.27496159754223,?,?,?,53.317535545023695,71.16279069767441,?,?,69.66966966966966,?,?,?,61.81318681318682,63.92757660167131,?,?,72.95597484276729,?,?,222.0,14488.0,0.0,0.0
1500.0,0.323862,3.510536944700612E-9,1500.0,66.46666666666667,47.52808238612654,24.813153961136006,33.20053120849933,?,58.82352941176471,67.0921985815603,?,?,74.05405405405405,?,?,?,55.06607929515418,71.02102102102103,?,?,72.10526315789474,?,?,?,63.13131313131313,63.575268817204304,?,?,76.11111111111111,?,?,322.0,14496.0,0.0,0.0
1600.0,0.332565,3.604828605635299E-9,1600.0,67.625,49.88029445327009,28.74828060522696,37.815126050420176,?,60.86021505376345,66.89702833448513,?,?,76.54921020656136,?,?,?,57.17171717171718,70.86383601756955,?,?,74.64454976303317,?,?,?,65.05747126436782,63.35078534031413,?,?,78.55361596009975,?,?,422.0,14504.0,0.0,0.0
1700.0,0.341602,3.710799956073364E-9,1700.0,68.58823529411765,52.17509037633009,31.626120358514736,41.893362350380855,?,62.153846153846146,66.89053055742109,?,?,77.9510022271715,?,78.94736842105263,?,58.6073500967118,70.042194092827,?,?,76.58643326039387,?,100.0,?,66.15720524017468,64.01028277634961,?,?,79.36507936507937,?,65.21739130434783,522.0,17952.0,0.0,0.0
1800.0,0.350107,3.810620879133543E-9,1800.0,69.05555555555556,54.00159934594734,31.572481572481575,44.796828543112,?,61.67664670658684,66.4904163912756,?,?,79.62962962962963,?,77.87610619469028,?,57.757009345794394,69.37931034482759,?,?,78.34008097165992,?,95.65217391304348,?,66.16702355460386,63.83248730964467,?,?,80.9623430962343,?,65.67164179104478,622.0,17992.0,0.0,0.0
1900.0,0.359293,3.9289288098613425E-9,1900.0,69.47368421052632,55.27539318692452,33.562428407789255,46.74012855831038,?,62.28239845261122,66.53895274584929,88.88888888888889,?,79.92202729044836,66.66666666666666,74.60317460317461,?,58.54545454545455,68.73350923482849,94.11764705882352,?,79.15057915057915,100.0,88.67924528301887,?,66.52892561983471,64.48019801980197,84.21052631578947,?,80.70866141732283,50.0,64.38356164383562,722.0,22408.0,0.0,0.0
2000.0,0.369035,4.060042939252324E-9,2000.0,70.19999999999999,57.51389263632355,35.982814178302895,49.059829059829056,?,62.009569377990424,66.95815115552779,90.69767441860465,?,80.22922636103151,87.32394366197184,72.97297297297297,?,58.16876122082585,69.25064599483204,90.69767441860465,?,79.39508506616258,88.57142857142857,87.09677419354838,64.55522606893307,66.39344262295081,64.81257557436517,90.69767441860465,0.0,81.08108108108108,86.11111111111111,62.7906976744186,822.0,24648.0,0.0,0.0
2100.0,0.379701,4.203681155211396E-9,2100.0,71.04761904761905,59.78372412541885,38.46153846153847,51.82250396196514,77.82938954189356,61.918328584995244,67.12074303405574,91.80327868852459,71.42857142857143,80.4448563484708,87.8048780487805,77.31958762886597,81.49384376556974,58.110516934046345,69.48717948717949,90.32258064516128,100.0,79.92633517495395,84.375,88.23529411764706,74.48030622333138,66.26016260162602,64.91017964071857,93.33333333333333,55.55555555555556,80.97014925373134,91.52542372881356,68.80733944954129,922.0,24680.0,0.0,0.0
2200.0,0.389315,4.333231755428844E-9,2200.0,71.54545454545455,61.36261044213887,39.63355834136933,53.732446415373246,77.5257879398504,61.74242424242424,66.95278969957083,87.58169934640523,75.0,80.8664259927798,88.8888888888889,79.06976744186046,78.83333470336659,58.110516934046345,69.37738246505718,84.81012658227847,85.71428571428571,80.43087971274686,84.84848484848484,88.54166666666666,76.26090800274011,65.85858585858585,64.69194312796208,90.54054054054053,66.66666666666666,81.30671506352087,93.33333333333333,71.42857142857143,1022.0,24712.0,0.0,0.0
2300.0,0.400382,4.482476347022587E-9,2300.0,71.1304347826087,61.517072011607375,38.05970149253732,54.143646408839786,76.10050298200407,61.5675165250236,66.62621359223301,77.0,81.25,80.80985915492957,81.20300751879698,80.17621145374449,77.04020481898141,58.110516934046345,68.71088861076345,66.37931034482759,89.65517241379311,80.80985915492957,86.4,89.2156862745098,75.1834490188262,65.46184738955823,64.66431095406361,91.66666666666666,74.28571428571429,80.80985915492957,76.59574468085107,72.8,1122.0,24752.0,0.0,0.0
2400.0,0.412361,4.644069344633156E-9,2400.0,70.33333333333334,60.799157622347785,35.39019963702359,53.79623621025309,75.03114601017212,61.50943396226415,65.8318425760286,75.31380753138076,82.85714285714286,79.4044665012407,75.47169811320754,80.17621145374449,75.60786240823009,58.110516934046345,67.23507917174177,63.38028169014085,90.625,81.21827411167513,79.47019867549669,89.2156862745098,74.46316108530728,65.33066132264528,64.48598130841121,92.78350515463917,76.31578947368422,77.66990291262135,71.8562874251497,72.8,1222.0,24768.0,0.0,0.0
2500.0,0.427991,4.822791698906157E-9,2500.0,69.56,60.130933994429846,32.773851590106,53.51252290775809,73.81648430951785,61.45146088595664,65.2532391048292,73.04964539007092,83.11688311688312,78.18608287724786,70.74468085106382,80.17621145374449,74.46576943574435,58.00711743772242,66.10978520286396,61.30952380952381,91.42857142857143,81.30081300813008,73.88888888888889,89.2156862745098,73.17842386195524,65.33066132264528,64.4186046511628,90.35087719298247,76.19047619047619,75.30120481927712,67.85714285714286,72.8,29.0,16824.0,1.0,0.0
2600.0,0.439417,4.966543726623059E-9,2600.0,69.61538461538461,60.490190930094364,32.01376936316696,54.17633410672853,73.32589048036819,61.393596986817336,65.1567944250871,71.29337539432177,82.60869565217392,79.22848664688428,68.05555555555556,80.17621145374449,74.11220392232396,58.00711743772242,66.07773851590106,59.16230366492147,92.6829268292683,82.28043143297381,71.35922330097088,89.2156862745098,72.55608708028663,65.2,64.26116838487972,89.68253968253968,74.50980392156863,76.39484978540773,65.04424778761062,72.8,129.0,21256.0,0.0,0.0
2700.0,0.447889,5.073253822823366E-9,2700.0,69.88888888888889,61.31573382207811,32.023411371237465,55.255916345624655,73.84118986147405,61.393596986817336,65.28497409326425,70.46070460704608,89.44099378881988,79.47788252356781,65.80645161290323,80.17621145374449,74.37942797557956,58.00711743772242,66.1610268378063,58.55855855855856,96.0,82.53012048192771,70.18348623853211,89.2156862745098,73.31068557792136,65.2,64.43181818181817,88.43537414965986,83.72093023255815,76.64335664335664,61.943319838056674,72.8,229.0,21312.0,0.0,0.0
2800.0,0.456539,5.189456285701858E-9,2800.0,69.92857142857143,61.58769137723833,31.76661264181524,55.893137768465174,73.56527249303473,61.16322701688554,65.22481502561183,70.02398081534771,89.26553672316385,79.77839335180056,65.21739130434783,79.82832618025752,74.29299547880953,57.90408525754884,65.93785960874568,58.87096774193549,95.18072289156626,82.52148997134671,70.2127659574468,89.42307692307693,72.85166776032023,64.81113320079523,64.52702702702703,86.3905325443787,84.04255319148936,77.21179624664879,60.88560885608856,72.09302325581395,329.0,24552.0,0.0,0.0
2900.0,0.466663,5.325648759802183E-9,2900.0,69.75862068965517,61.6937700602013,31.323414252153476,56.302939711011454,73.39418697832228,60.90993500464252,64.89542114188808,70.91633466135458,89.23076923076924,79.48369565217392,64.08839779005524,80.16528925619835,74.31561154485425,57.74647887323944,65.30147895335608,60.33898305084746,95.6043956043956,82.62711864406779,69.6,88.9908256880734,72.49533170148302,64.44007858546169,64.49438202247191,85.99033816425121,83.65384615384616,76.57068062827224,59.38566552901023,72.93233082706767,429.0,24624.0,0.0,0.0
3000.0,0.476058,5.4521121829748156E-9,3000.0,69.73333333333333,61.95780444579756,31.212121212121207,56.78248453117563,72.64016920871916,60.797034291010185,65.09539842873177,70.52810902896081,84.84848484848484,79.8134576948701,62.78659611992946,80.63241106719367,74.00397286959783,57.74647887323944,65.46275395033861,60.70381231671554,95.14563106796116,82.84923928077455,67.42424242424242,88.69565217391305,71.32572246165826,64.18786692759295,64.73214285714286,84.14634146341463,76.5625,76.99228791773778,58.745874587458744,73.91304347826086,529.0,24656.0,0.0,0.0
3100.0,0.484682,5.568286635809474E-9,3100.0,69.48387096774194,61.961512719273216,30.132939438700145,56.82336832496577,71.9063344022537,60.64516129032259,65.1860077734592,69.95515695067263,80.39867109634552,79.60132890365448,61.80555555555557,80.6083650190114,73.66916725578318,57.719298245614034,65.58659217877096,59.693877551020414,96.03174603174604,82.39339752407153,65.92592592592592,88.33333333333333,70.22589574919562,63.883495145631066,64.79028697571744,84.47653429602889,69.14285714285714,76.99228791773778,58.16993464052288,74.12587412587412,629.0,24696.0,0.0,0.0
