learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),F1 Score for class 0 (percent),F1 Score for class 1 (percent),F1 Score for class 2 (percent),F1 Score for class 3 (percent),F1 Score for class 4 (percent),F1 Score for class 5 (percent),F1 Score for class 6 (percent),Precision (percent),Precision for class 0 (percent),Precision for class 1 (percent),Precision for class 2 (percent),Precision for class 3 (percent),Precision for class 4 (percent),Precision for class 5 (percent),Precision for class 6 (percent),Recall (percent),Recall for class 0 (percent),Recall for class 1 (percent),Recall for class 2 (percent),Recall for class 3 (percent),Recall for class 4 (percent),Recall for class 5 (percent),Recall for class 6 (percent),model training instances,model serialized size (bytes),Change detected,Warning detected
1100.0,0.297509,3.3963729668822555E-9,1100.0,71.45454545454545,50.74453612305025,30.684326710816794,31.2910284463895,?,58.53658536585367,76.03833865814697,?,?,75.93582887700535,?,?,?,55.44554455445545,77.77777777777779,?,?,76.75675675675676,?,?,?,61.99261992619927,74.375,?,?,75.13227513227513,?,?,88.0,10936.0,1.0,0.0
1200.0,0.312847,3.557725749495957E-9,1200.0,71.08333333333333,51.07289480672382,31.01391650099404,33.397312859884835,?,58.95061728395062,74.86792452830187,?,?,77.75175644028103,?,?,?,55.84795321637427,76.42526964560862,?,?,79.42583732057416,?,?,?,62.41830065359477,73.37278106508876,?,?,76.14678899082568,?,?,82.0,14472.0,1.0,1.0
1300.0,0.321832,3.652264800750547E-9,1300.0,72.07692307692307,54.35194562861113,33.879781420765006,39.49999999999999,?,59.85611510791367,74.31935246504783,?,?,82.05128205128204,?,?,?,56.36856368563685,76.28398791540786,?,?,83.27137546468401,?,?,?,63.80368098159509,72.45337159253945,?,?,80.86642599277978,?,?,182.0,14480.0,0.0,0.0
1400.0,0.334361,3.784067448642519E-9,1400.0,72.0,54.97550234147077,35.42009884678748,42.268041237113394,?,60.10498687664042,73.22946175637394,?,?,83.70607028753993,?,?,?,57.537688442211056,74.49567723342939,?,?,85.06493506493507,?,?,?,62.91208791208791,72.00557103064067,?,?,82.38993710691824,?,?,77.0,14472.0,1.0,1.0
1500.0,0.344438,3.889950400011407E-9,1500.0,72.33333333333334,56.00308720506166,37.96711509715994,44.88711819389111,?,60.63569682151589,72.77664630006788,?,?,84.90832157968971,?,?,?,58.767772511848335,73.52537722908093,?,?,86.24641833810888,?,?,?,62.62626262626263,72.04301075268818,?,?,83.61111111111111,?,?,20.0,14424.0,1.0,1.0
1600.0,0.353692,3.98726237937808E-9,1600.0,72.8125,57.27086038437809,40.16506189821183,47.77911164465787,?,61.573033707865164,72.28439763001975,?,?,86.47281921618205,?,?,?,60.21978021978022,72.71523178807946,?,?,87.6923076923077,?,?,?,62.98850574712643,71.8586387434555,?,?,85.286783042394,?,?,120.0,14456.0,0.0,0.0
1700.0,0.364894,4.114772857477267E-9,1700.0,73.47058823529412,59.08642172950186,42.25352112676058,50.92491838955387,?,63.02250803858522,72.04094689699296,?,?,87.06697459584296,?,78.94736842105263,?,61.89473684210526,71.71974522292993,?,?,88.70588235294117,?,100.0,?,64.19213973799127,72.3650385604113,?,?,85.4875283446712,?,65.21739130434783,45.0,17808.0,1.0,2.0
1800.0,0.373993,4.21857121710976E-9,1800.0,74.27777777777777,61.409556020044434,43.12039312039311,54.112983151635284,?,62.90491118077325,72.22222222222221,?,?,88.08510638297872,?,84.03361344537815,?,61.42857142857143,71.85929648241206,?,?,89.6103896103896,?,96.15384615384616,?,64.45396145610277,72.58883248730965,?,?,86.61087866108787,?,74.6268656716418,145.0,17904.0,0.0,0.0
1900.0,0.384504,4.3501371455689274E-9,1900.0,73.78947368421052,61.41807927112709,42.95532646048111,54.269972451790636,?,62.11055276381911,72.34567901234568,82.35294117647058,?,87.374749498998,76.92307692307693,74.28571428571429,?,60.46966731898239,72.16748768472905,93.33333333333333,?,88.9795918367347,100.0,77.61194029850746,?,63.84297520661158,72.52475247524752,73.68421052631578,?,85.8267716535433,62.5,71.23287671232876,41.0,22192.0,1.0,0.0
2000.0,0.395076,4.488724252829949E-9,2000.0,74.4,63.34058884179172,45.005370569280345,56.23931623931625,?,62.07584830339321,72.4200362100181,89.1566265060241,?,87.53680078508341,84.05797101449276,77.38095238095238,?,60.505836575875485,72.28915662650603,92.5,?,89.02195608782435,87.87878787878788,79.26829268292683,66.36639248538947,63.729508196721305,72.55139056831923,86.04651162790698,0.0,86.10038610038609,80.55555555555556,75.5813953488372,141.0,24480.0,0.0,0.0
2100.0,0.406434,4.637403382609288E-9,2100.0,74.85714285714286,64.90460655525482,46.558704453441294,58.16164817749604,78.26537583894778,61.96623634558094,72.2488038277512,90.0,61.53846153846153,87.33459357277881,84.21052631578948,81.48148148148148,82.9666391987036,60.58252427184466,72.16248506571087,90.0,100.0,88.50574712643679,87.27272727272727,82.2429906542056,74.06833070576683,63.41463414634146,72.33532934131736,90.0,44.44444444444444,86.19402985074626,81.35593220338984,80.73394495412845,97.0,24408.0,1.0,1.0
2200.0,0.418152,4.768895773837963E-9,2200.0,74.68181818181819,65.4017438040633,46.28736740597878,58.832224685883226,77.38988584240603,61.735700197238664,71.66469893742621,86.09271523178808,68.18181818181819,87.41965105601469,80.23255813953489,83.05084745762711,80.10768429403078,60.308285163776496,71.41176470588235,84.4155844155844,88.23529411764706,88.47583643122677,84.14634146341463,83.76068376068376,74.85044864335224,63.23232323232323,71.91943127962085,87.83783783783784,55.55555555555556,86.38838475499092,76.66666666666667,82.35294117647058,9.0,17184.0,1.0,0.0
2300.0,0.429605,4.904075091083844E-9,2300.0,74.17391304347825,65.36119109634035,44.589552238805965,58.97790055248618,76.64848031274956,61.493123772102166,71.23608670181605,82.55813953488372,72.41379310344827,86.39999999999999,77.0909090909091,82.44897959183675,79.08074723893279,60.192307692307686,70.86247086247086,80.68181818181817,91.30434782608695,87.25314183123878,79.1044776119403,84.16666666666667,74.36136621794664,62.85140562248996,71.61366313309776,84.52380952380952,60.0,85.56338028169014,75.177304964539,80.80000000000001,28.0,19432.0,1.0,0.0
2400.0,0.439247,5.023466683924198E-9,2400.0,74.20833333333333,65.67760281066609,43.82940108892921,59.83127839065542,76.43232724210505,61.43277723258096,70.80673244341264,81.44329896907216,74.99999999999999,86.5040650406504,75.07692307692308,82.44897959183675,78.94440212442008,60.192307692307686,70.35755478662054,81.44329896907216,92.3076923076923,86.9281045751634,77.21518987341773,84.16666666666667,74.07519449444277,62.725450901803605,71.26168224299066,81.44329896907216,63.1578947368421,86.08414239482201,73.05389221556887,80.80000000000001,128.0,21672.0,0.0,0.0
2500.0,0.449873,5.202038722733656E-9,2500.0,74.36,66.15023507896026,43.374558303886936,60.843005497861945,76.17171321822404,61.43277723258096,70.69660333909039,79.49790794979081,77.77777777777779,87.24528301886794,71.62534435261708,82.44897959183675,78.42732705060028,60.192307692307686,70.01140250855188,76.0,93.33333333333333,87.44326777609682,77.84431137724552,84.16666666666667,74.04221758890603,62.725450901803605,71.3953488372093,83.33333333333334,66.66666666666666,87.04819277108435,66.3265306122449,80.80000000000001,228.0,21720.0,0.0,1.0
2600.0,0.462552,5.35895709776216E-9,2600.0,74.11538461538461,66.0637477119503,42.08261617900173,60.96287703016241,75.33132946121609,61.372549019607845,70.58823529411765,76.70250896057348,76.74418604651163,87.58076094759511,67.97066014669926,82.44897959183675,77.45036247341955,60.192307692307686,69.72067039106146,69.93464052287581,94.28571428571428,87.89625360230548,75.95628415300546,84.16666666666667,73.32516147404901,62.6,71.47766323024055,84.92063492063492,64.70588235294117,87.26752503576537,61.504424778761056,80.80000000000001,82.0,21648.0,1.0,1.0
2700.0,0.4715,5.496366831163565E-9,2700.0,74.18518518518519,66.57955934885283,41.722408026755865,61.64006604292791,76.12171532847553,61.372549019607845,70.46979865771812,75.52870090634441,86.45161290322582,87.46478873239438,66.21315192743764,82.44897959183675,77.44590064238118,60.192307692307686,69.38325991189427,67.93478260869566,97.10144927536231,88.08510638297872,75.25773195876289,84.16666666666667,74.84205114779641,62.6,71.5909090909091,85.03401360544217,77.90697674418605,86.85314685314685,59.10931174089069,80.80000000000001,182.0,21712.0,0.0,1.0
2800.0,0.484195,5.662573907110426E-9,2800.0,74.17857142857143,66.78318149978759,41.41004862236628,62.12676794133054,76.01003750171411,61.1328125,70.2433628318584,75.53191489361701,87.05882352941177,87.5252865812542,65.98360655737704,82.07171314741036,77.39220697416916,60.076775431861805,69.02173913043478,68.59903381642512,97.36842105263158,88.05970149253731,74.19354838709677,84.42622950819673,74.67637091907581,62.22664015904572,71.509009009009,84.02366863905326,78.72340425531915,86.99731903485255,59.40959409594095,79.84496124031007,72.0,24416.0,1.0,2.0
2900.0,0.496297,5.8126517468028596E-9,2900.0,74.03448275862068,66.8904094842291,41.03367267032106,62.4813153961136,75.69094530715103,60.676328502415465,70.15418502202644,75.3880266075388,86.0215053763441,87.35177865612648,66.16822429906541,81.85328185328186,77.2739907836517,59.6958174904943,68.79049676025917,69.67213114754098,97.5609756097561,87.93103448275862,73.14049586776859,84.12698412698413,74.17145872404832,61.68958742632613,71.57303370786516,82.1256038647343,76.92307692307693,86.78010471204189,60.40955631399317,79.69924812030075,30.0,21744.0,1.0,0.0
3000.0,0.506683,5.987491466932826E-9,3000.0,74.0,67.12881123171996,40.9090909090909,62.874821513564974,75.43828248332026,60.26871401151631,69.99451453647832,76.08286252354048,85.08771929824562,87.29851708575113,65.59139784946237,81.64794007490637,77.09667866615423,59.133709981167605,68.82416396979504,70.87719298245614,97.0,87.58085381630013,71.76470588235294,84.49612403100775,73.84973012717333,61.44814090019569,71.20535714285714,82.11382113821138,75.78125,87.01799485861183,60.396039603960396,78.98550724637681,130.0,24024.0,0.0,1.0
3100.0,0.517349,6.1673096484608114E-9,3100.0,74.16129032258064,67.62952881546836,40.84194977843426,63.44135098128708,75.52304713418742,60.057197330791226,70.06507592190889,76.74418604651163,85.8974358974359,87.24226804123711,64.8936170212766,81.5884476534296,77.06744759422527,58.98876404494382,68.86993603411514,71.07692307692308,97.8102189781022,87.46770025839793,70.93023255813954,84.32835820895522,74.03932894635156,61.165048543689316,71.30242825607064,83.39350180505414,76.57142857142857,87.01799485861183,59.80392156862745,79.02097902097903,230.0,24120.0,0.0,0.0
3200.0,0.528218,6.334938994712299E-9,3200.0,74.03125,67.70994123869872,39.82621288921072,63.680069930069926,75.21994817001311,60.037878787878796,69.7524219590958,76.69616519174039,84.39897698209717,86.82864450127876,64.55026455026457,81.81818181818183,76.77015540445787,58.921933085501855,68.28240252897787,70.46070460704607,97.05882352941177,87.5,70.38461538461539,84.78260869565217,73.73110792593342,61.196911196911195,71.28712871287128,84.14239482200647,74.6606334841629,86.16751269035532,59.60912052117264,79.05405405405406,330.0,24152.0,0.0,1.0
3300.0,0.540353,6.541557347195015E-9,3300.0,74.12121212121212,68.01931142452283,39.17378917378917,64.19287211740043,75.081136136945,60.0,69.63997850617947,75.92847317744155,84.2741935483871,86.80425265791119,64.32337434094903,81.94444444444446,76.48474029155969,58.88888888888889,68.28240252897787,69.0,96.75925925925925,87.1859296482412,70.38461538461539,84.89208633093526,73.7281199011482,61.15384615384616,71.05263157894737,84.40366972477065,74.64285714285714,86.42590286425903,59.22330097087378,79.19463087248322,430.0,24192.0,0.0,1.0
3400.0,0.550189,6.709072153187459E-9,3400.0,74.20588235294117,68.29133265941692,38.628411476557034,64.69404186795491,74.87139929220872,60.168697282099345,69.63519313304721,74.73958333333334,83.47245409015026,87.00980392156863,63.98601398601398,82.55033557046981,76.10007964540716,59.11602209944752,68.24395373291271,67.68867924528303,95.05703422053232,87.33087330873309,69.8473282442748,85.41666666666666,73.68176406039494,61.25954198473282,71.08433734939759,83.43023255813954,74.40476190476191,86.6910866910867,59.03225806451613,79.87012987012987,530.0,24208.0,0.0,0.0
3500.0,0.562579,6.9201092277136104E-9,3500.0,74.68571428571428,69.02033219275008,39.23182441700961,65.67222006974042,75.21812764622096,60.11235955056179,69.62566844919786,75.33742331288342,85.19553072625699,87.14544357272179,63.98601398601398,82.78145695364239,76.29411032230556,59.00735294117647,68.23899371069182,68.22222222222221,95.61128526645768,87.51515151515152,69.8473282442748,85.61643835616438,74.172072263083,61.25954198473282,71.06986899563319,84.10958904109589,76.82619647355163,86.77884615384616,59.03225806451613,80.12820512820514,630.0,24216.0,0.0,0.0
3600.0,0.573237,7.101711570802661E-9,3600.0,74.94444444444444,69.44756374146911,39.012846517917524,66.35583737411413,75.23205722407478,60.26119402985074,69.47705442902881,75.29691211401425,86.15384615384613,87.106357694593,63.32179930795847,83.00653594771241,76.13893075064738,59.15750915750916,67.95407098121086,68.46652267818575,94.05684754521964,87.67942583732058,69.8473282442748,85.8108108108108,74.3465325457857,61.40684410646388,71.06986899563319,83.64116094986808,79.47598253275109,86.54073199527745,57.91139240506329,80.37974683544303,730.0,24240.0,0.0,0.0
3700.0,0.587288,7.341127457718054E-9,3700.0,75.37837837837837,70.05813023873904,39.54877239548771,67.19481454807345,75.45734757819551,60.26119402985074,69.50053134962805,75.42857142857143,87.47433264887063,87.15542521994135,63.356164383561655,83.11688311688312,76.2725536973081,59.15750915750916,67.98336798336798,68.60706860706861,94.45676274944567,87.72136953955135,70.07575757575758,85.90604026845638,74.65938313320137,61.40684410646388,71.08695652173913,83.75634517766497,81.45315487571702,86.5967365967366,57.8125,80.50314465408806,830.0,24240.0,0.0,0.0
3800.0,0.604226,7.62980523208777E-9,3800.0,75.47368421052632,70.26116700904055,39.55901426718547,67.58260869565217,75.33411535088518,60.335195530726246,69.56521739130436,75.32188841201717,87.4074074074074,87.215411558669,62.60296540362438,83.11688311688312,76.08340347955318,59.23217550274224,68.04979253112033,68.68884540117418,93.83697813121272,87.77908343125735,69.0909090909091,85.90604026845638,74.5994416444901,61.48007590132827,71.14967462039046,83.3729216152019,81.80242634315424,86.65893271461717,57.22891566265061,80.50314465408806,930.0,24256.0,0.0,0.0
3900.0,0.620248,7.902970910072326E-9,3900.0,75.58974358974359,70.4602717387672,39.44020356234096,67.97847292297341,75.1968548418149,60.48237476808905,69.62962962962962,74.53798767967146,87.43801652892562,87.27484020918071,61.99021207177814,83.43949044585986,75.89682275133094,59.38069216757741,68.11594202898551,68.36158192090396,92.80701754385964,87.83625730994153,68.59205776173285,86.18421052631578,74.50968002898412,61.62570888468809,71.21212121212122,81.941309255079,82.65625,86.72055427251732,56.547619047619044,80.8641975308642,1030.0,24280.0,0.0,0.0
4000.0,0.637749,8.201388888474967E-9,4000.0,75.775,70.71669085914255,39.39962476547844,68.43648208469055,75.13085440993865,60.5724838411819,69.58817317845829,73.93458870168483,88.1180811808118,87.25376593279258,61.389337641357024,83.43949044585986,75.79239001089726,59.42028985507246,68.14891416752845,67.69509981851179,92.99065420560748,87.76223776223776,68.34532374100719,86.18421052631578,74.48076699421927,61.77024482109228,71.08953613807982,81.4410480349345,83.73071528751753,86.75115207373271,55.718475073313776,80.8641975308642,1130.0,24288.0,0.0,0.0
4100.0,0.659523,8.572667847490972E-9,4100.0,76.0,70.99820061461328,39.70588235294118,68.9295863593306,75.09638387881834,60.64516129032259,69.4781233526621,73.42995169082126,88.85941644562334,87.13214079630698,61.02236421725239,83.54430379746836,75.7211911850422,59.49367088607595,68.14891416752845,67.37588652482269,93.05555555555556,87.48551564310544,68.21428571428572,86.27450980392157,74.4818032819866,61.8421052631579,70.86021505376344,80.67940552016985,85.0253807106599,86.7816091954023,55.202312138728324,80.98159509202453,1230.0,24288.0,0.0,0.0
4200.0,0.67798,8.887425240957074E-9,4200.0,76.23809523809524,71.29119553513573,39.91571342564719,69.452096724824,75.11877591553016,60.80586080586081,69.4781233526621,73.20261437908496,89.36170212765957,87.1264367816092,60.596546310832025,83.64779874213836,75.75016933402284,59.71223021582733,68.14891416752845,67.23842195540308,92.92035398230088,87.42791234140715,68.43971631205675,86.36363636363636,74.49782108023874,61.940298507462686,70.86021505376344,80.32786885245902,86.0655737704918,86.8270332187858,54.3661971830986,81.09756097560977,1330.0,24296.0,0.0,0.0
4300.0,0.691905,9.12492475989792E-9,4300.0,76.48837209302326,71.58155110355925,40.177514792899416,69.94649227110583,75.12922874683767,60.82191780821918,69.53781512605043,72.94117647058825,89.82376350198977,87.34463276836159,59.84496124031009,83.85093167701865,75.78089948394572,59.78456014362658,68.17713697219362,66.94352159468438,92.94117647058823,87.64172335600907,68.43971631205675,86.53846153846155,74.48867041242328,61.89591078066915,70.95391211146838,80.11928429423459,86.90869086908691,87.04954954954955,53.168044077134994,81.32530120481928,1430.0,24304.0,0.0,0.0
4400.0,0.706171,9.368299295504887E-9,4400.0,76.54545454545455,71.64427250273765,40.06968641114984,69.99127653387613,74.9853532554477,60.9090909090909,69.501312335958,72.52173913043477,89.8286937901499,87.51393534002231,58.75190258751902,84.04907975460122,75.67680538578293,59.82142857142857,68.17713697219362,66.82692307692307,92.1978021978022,87.80760626398211,68.19787985865725,86.70886075949366,74.30642219247989,62.03703703703704,70.8779443254818,79.27756653992395,87.57828810020877,87.22222222222223,51.60427807486631,81.54761904761905,1530.0,24320.0,0.0,0.0
4500.0,0.720739,9.616856028636294E-9,4500.0,76.57777777777778,71.66254131500506,39.87450085567598,69.73004020677772,74.81610712508834,60.995475113122176,69.46484784889822,71.72995780590718,89.98490186210367,87.58241758241758,57.82414307004471,84.04907975460122,75.54700228060244,59.9644128113879,68.10699588477365,65.89147286821705,91.9753086419753,87.87210584343991,68.30985915492957,86.70886075949366,74.09921885089396,62.06261510128913,70.8779443254818,78.70370370370371,88.07881773399015,87.29463307776561,50.129198966408275,81.54761904761905,1630.0,24328.0,0.0,0.0
4600.0,0.732774,9.822195147474605E-9,4600.0,76.6086956521739,71.68281896690462,39.753639417693165,69.55291454442558,74.68540126578793,61.02610261026102,69.35568360398115,71.3821138211382,90.07194244604317,87.76280323450135,56.7251461988304,84.04907975460122,75.45210002832354,60.0,68.03699897225077,65.23031203566121,91.87866927592955,88.0,68.30985915492957,86.70886075949366,73.93412722790815,62.08791208791209,70.72649572649573,78.81508078994614,88.3349012229539,87.52688172043011,48.5,81.54761904761905,1730.0,24328.0,0.0,0.0
4700.0,0.74362,1.000727019790146E-8,4700.0,76.61702127659574,71.67235133633201,39.74780701754386,69.30167597765363,74.54914055932821,61.041292639138234,69.2468619246862,71.23928293063132,90.18181818181819,87.72117962466487,55.714285714285715,84.04907975460122,75.35029252288552,59.9647266313933,68.03699897225077,65.0997150997151,91.59741458910435,87.8625134264232,68.18181818181817,86.70886075949366,73.76484564879306,62.15722120658135,70.50053248136315,78.65748709122204,88.80931065353626,87.58029978586723,47.10144927536232,81.54761904761905,1830.0,24336.0,0.0,0.0
4800.0,0.75168,1.014482190625535E-8,4800.0,76.375,71.37396751803591,39.16309012875537,68.78612716763006,74.19807003269676,61.08637577916295,69.13838120104437,70.21755438859715,90.08695652173914,87.72678762006403,54.14364640883977,83.98791540785498,75.04438742308123,59.860383944153575,68.03699897225077,63.934426229508205,91.19718309859155,87.82051282051282,67.58620689655173,86.875,73.37062855411277,62.36363636363637,70.27600849256899,77.87021630615641,89.00343642611683,87.63326226012794,45.16129032258064,81.28654970760235,1930.0,24344.0,0.0,0.0
4900.0,0.759786,1.0295791145828034E-8,4900.0,76.3061224489796,71.26610659254683,38.894736842105274,68.47678522943254,74.06132353040562,61.22448979591836,69.06624934793949,69.61566352429297,90.01243265644426,87.68577494692144,53.67156208277704,83.98791540785498,74.95068826161146,60.0,68.03699897225077,63.576158940397356,90.57547956630525,87.68577494692144,67.9054054054054,86.875,73.19281768824058,62.5,70.12711864406779,76.92307692307693,89.45634266886327,87.68577494692144,44.370860927152314,81.28654970760235,2030.0,24344.0,0.0,2.0
5000.0,0.771016,1.051200842277871E-8,5000.0,76.22,71.17762736167708,38.74291602266872,68.27641408751333,74.13401972456329,61.33567662565904,68.99063475546305,69.05766526019691,89.85158443642199,87.63213530655392,53.9440203562341,84.72622478386167,75.04218781564421,60.06884681583477,68.06981519507187,63.02952503209242,90.03215434083602,87.53959873284055,69.05537459283387,87.5,73.24757027513483,62.65709156193896,69.9367088607595,76.36080870917574,89.67173738991193,87.72486772486772,44.258872651356995,82.12290502793296,2130.0,24344.0,0.0,0.0
5100.0,0.783655,1.0755537044670845E-8,5100.0,76.15686274509804,71.09676668846434,38.67876954109934,68.09236420886904,74.00305604866449,61.31004366812227,69.02286902286903,69.10074374577417,89.62044926413634,87.68421052631578,53.56265356265356,84.26966292134831,75.00739652594561,59.89761092150171,68.1025641025641,63.47826086956522,89.2746913580247,87.59200841219769,68.9873417721519,87.71929824561403,73.02525620402967,62.7906976744186,69.96838777660696,75.8160237388724,89.96889580093313,87.77660695468916,43.77510040160642,81.08108108108108,2230.0,24352.0,0.0,0.0
5200.0,0.791812,1.0912723241166934E-8,5200.0,76.13461538461539,71.05527933907074,38.68577075098816,67.91623578076525,73.94882138499004,61.14982578397212,69.01920083030618,68.99736147757255,89.45210585165859,87.76150627615063,53.53773584905661,84.15300546448087,75.00973341765514,59.59252971137521,68.13524590163934,63.625304136253035,88.62629246676515,87.6698014629049,69.41896024464832,88.0,72.91750117015141,62.7906976744186,69.92639327024185,75.36023054755043,90.29345372460497,87.85340314136126,43.5700575815739,80.6282722513089,2330.0,24352.0,0.0,0.0
5300.0,0.805275,1.1088037877860994E-8,5300.0,75.9811320754717,70.87759490863579,38.41315916787616,67.67394616556628,73.93845977829186,61.11111111111111,69.01554404145078,68.54580397181293,89.08233587232499,87.72656654583118,53.647586980920316,84.65608465608466,75.01418960528216,59.66101694915255,68.16786079836234,63.23877068557919,87.83977110157367,87.5,70.29411764705881,88.39779005524862,72.89314645507264,62.63345195729537,69.88457502623295,74.82517482517483,90.36055923473143,87.95430944963655,43.37568058076225,81.21827411167513,461.0,24144.0,1.0,0.0
5400.0,0.812539,1.118265945671333E-8,5400.0,76.0925925925926,71.00818482101273,38.81516587677724,67.6846057571965,74.07201373408515,61.0726643598616,69.07589055240061,68.74221668742217,89.13119943721422,87.73926539058458,54.68085106382979,84.67532467532467,75.10505782895983,59.62837837837838,68.19571865443424,63.667820069204154,87.92505204718945,87.51289989680082,70.21857923497268,88.58695652173914,73.06700238694097,62.5886524822695,69.97907949790795,74.69553450608932,90.37089871611983,87.96680497925311,44.77351916376306,81.09452736318407,561.0,24160.0,0.0,0.0
5500.0,0.821081,1.1321577676054502E-8,5500.0,75.81818181818181,70.68469609287312,38.08193668528864,67.23330869672333,73.88324989577288,60.80964685615848,68.89804325437694,68.20950060901339,88.78985258827562,87.60330578512396,55.56650246305419,84.23772609819122,74.87099813785211,59.12897822445561,68.05696846388607,63.2768361581921,87.55916159567275,87.51289989680082,69.97518610421837,88.58695652173914,72.92122437220114,62.5886524822695,69.76016684045881,73.97622192866578,90.05563282336578,87.69389865563598,46.07843137254902,80.29556650246306,77.0,21824.0,1.0,1.0
5600.0,0.828523,1.1446996209108165E-8,5600.0,75.91071428571429,70.82434548170707,38.51412944393802,67.36027098959593,74.11660288321067,60.61643835616438,68.78850102669406,68.60534124629079,88.68686868686869,87.61609907120743,58.1056466302368,83.46055979643765,75.15347721127658,58.9018302828619,67.88247213779128,63.65638766519823,87.45019920318725,87.52577319587628,72.00902934537245,88.64864864864866,73.10795019608697,62.43386243386243,69.71904266389178,74.38867438867439,89.95901639344262,87.70661157024794,48.70229007633588,78.84615384615384,177.0,24072.0,0.0,1.0
