learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),Precision (percent),Recall (percent),model training instances,model serialized size (bytes),Change detected
6400.0,1.795401,9.348449004814029E-8,6400.0,93.09375,93.09375,-44.91803278688543,93.09375,?,?,?,575.0,57192.0,0.0
6500.0,1.820314,9.483830326133304E-8,6500.0,93.0923076923077,93.0923076923077,-24.72222222222219,93.0923076923077,?,?,?,675.0,57192.0,0.0
6600.0,1.84821,9.635433304640982E-8,6600.0,92.84848484848484,92.84848484848484,-14.841849148418545,92.84848484848484,?,?,?,73.0,48992.0,1.0
6700.0,1.87471,9.778747602469392E-8,6700.0,92.70149253731344,92.70149253731344,-5.844155844155765,92.70149253731344,?,?,?,173.0,48992.0,0.0
6800.0,1.903363,9.934464556268521E-8,6800.0,92.55882352941175,92.55882352941175,1.3645224171539323,92.55882352941175,?,?,?,273.0,48992.0,0.0
6900.0,1.94358,1.0151961579504942E-7,6900.0,92.47826086956522,92.47826086956522,7.978723404255406,92.47826086956522,?,?,?,373.0,48992.0,0.0
7000.0,1.971856,1.030562969752484E-7,7000.0,92.35714285714286,92.35714285714286,13.008130081300843,92.35714285714286,?,?,?,473.0,48992.0,0.0
7100.0,1.999119,1.0453070365513366E-7,7100.0,92.21126760563381,92.21126760563381,16.966966966967014,92.21126760563381,?,?,?,573.0,48992.0,0.0
7200.0,2.029443,1.063153734865288E-7,7200.0,92.15277777777777,92.15277777777777,21.527777777777708,92.15277777777777,?,?,?,673.0,63336.0,0.0
7300.0,2.058321,1.0801494133348267E-7,7300.0,92.19178082191782,92.19178082191782,26.165803108808323,92.19178082191782,?,?,?,773.0,63336.0,0.0
7400.0,2.08643,1.0966925093283256E-7,7400.0,92.22972972972973,92.22972972972973,30.387409200968467,92.22972972972973,?,?,?,873.0,63336.0,0.0
7500.0,2.115463,1.113779410533607E-7,7500.0,92.26666666666667,92.26666666666667,34.165720771850175,92.26666666666667,?,?,?,973.0,63336.0,0.0
7600.0,2.143403,1.1298529657017854E-7,7600.0,92.34210526315789,92.34210526315789,37.216828478964395,92.34210526315789,?,?,?,1073.0,63336.0,0.0
7700.0,2.171301,1.1459745310867826E-7,7700.0,92.35064935064935,92.35064935064935,39.08996897621509,92.35064935064935,?,?,?,1173.0,68456.0,0.0
7800.0,2.200042,1.1607541573130422E-7,7800.0,92.2948717948718,92.2948717948718,41.536964980544724,92.2948717948718,?,?,?,16.0,43856.0,1.0
7900.0,2.224835,1.1735035840214954E-7,7900.0,92.39240506329114,92.39240506329114,44.862385321100895,92.39240506329114,?,?,?,116.0,43856.0,0.0
8000.0,2.24947,1.1861717616104418E-7,8000.0,92.4875,92.4875,47.82986111111112,92.4875,?,?,?,216.0,43856.0,0.0
8100.0,2.275518,1.1995665531605482E-7,8100.0,92.58024691358024,92.58024691358024,50.33057851239666,92.58024691358024,?,?,?,316.0,43856.0,0.0
8200.0,2.301732,1.2156193681061267E-7,8200.0,92.58536585365854,92.58536585365854,49.917627677100526,92.58536585365854,?,?,?,416.0,68456.0,0.0
8300.0,2.332766,1.2342949855244822E-7,8300.0,92.49397590361446,92.49397590361446,50.59476605868358,92.49397590361446,?,?,?,516.0,68456.0,0.0
8400.0,2.363414,1.252657126676705E-7,8400.0,92.44047619047619,92.44047619047619,51.48968678380448,92.44047619047619,?,?,?,616.0,68456.0,0.0
8500.0,2.392814,1.2703494367914067E-7,8500.0,92.4,92.4,52.359882005899735,92.4,?,?,?,716.0,68456.0,0.0
8600.0,2.421836,1.2877373923030163E-7,8600.0,92.37209302325581,92.37209302325581,53.243050605844644,92.37209302325581,?,?,?,816.0,68456.0,0.0
8700.0,2.45233,1.3047955447187026E-7,8700.0,92.3103448275862,92.3103448275862,53.86206896551725,92.3103448275862,?,?,?,31.0,52072.0,1.0
8800.0,2.480951,1.3199695659801364E-7,8800.0,92.14772727272728,92.14772727272728,53.74832663989293,92.14772727272728,?,?,?,36.0,46936.0,1.0
8900.0,2.506813,1.3336808457349736E-7,8900.0,91.95505617977528,91.95505617977528,53.62694300518138,91.95505617977528,?,?,?,136.0,46936.0,0.0
9000.0,2.538875,1.350679185055196E-7,9000.0,91.77777777777779,91.77777777777779,53.57590966122962,91.77777777777779,?,?,?,31.0,46936.0,1.0
9100.0,2.568935,1.3666161222383378E-7,9100.0,91.73626373626374,91.73626373626374,54.31348724179828,91.73626373626374,?,?,?,131.0,46936.0,0.0
9200.0,2.596111,1.3810240465526777E-7,9200.0,91.71739130434783,91.71739130434783,55.07075471698115,91.71739130434783,?,?,?,231.0,46936.0,0.0
9300.0,2.623039,1.3953004884844023E-7,9300.0,91.73118279569893,91.73118279569893,56.05714285714289,91.73118279569893,?,?,?,331.0,46936.0,0.0
9400.0,2.648682,1.4088956608126559E-7,9400.0,91.73404255319149,91.73404255319149,56.9051580698835,91.73404255319149,?,?,?,431.0,46936.0,0.0
9500.0,2.674763,1.422723047994077E-7,9500.0,91.73684210526316,91.73684210526316,57.704741379310356,91.73684210526316,?,?,?,531.0,46936.0,0.0
9600.0,2.704662,1.439447123557329E-7,9600.0,91.66666666666666,91.66666666666666,57.51460435475304,91.66666666666666,?,?,?,631.0,60256.0,0.0
9700.0,2.738084,1.457610569025079E-7,9700.0,91.51546391752578,91.51546391752578,56.56992084432718,91.51546391752578,?,?,?,19.0,48992.0,2.0
9800.0,2.766238,1.4741032357017197E-7,9800.0,91.40816326530611,91.40816326530611,57.51765893037334,91.40816326530611,?,?,?,119.0,73576.0,0.0
9900.0,2.798189,1.4946003033676078E-7,9900.0,91.41414141414141,91.41414141414141,58.95702559150169,91.41414141414141,?,?,?,219.0,73576.0,0.0
10000.0,2.827716,1.511506176864107E-7,10000.0,91.47999999999999,91.47999999999999,58.88030888030886,91.47999999999999,?,?,?,319.0,73576.0,0.0
10100.0,2.857189,1.5285378958615988E-7,10100.0,91.54455445544555,91.54455445544555,58.80366618427401,91.54455445544555,?,?,?,419.0,73576.0,0.0
10200.0,2.885302,1.543890598064495E-7,10200.0,91.53921568627452,91.53921568627452,58.40963855421688,91.53921568627452,?,?,?,97.0,55136.0,1.0
10300.0,2.933174,1.5713039821841646E-7,10300.0,91.59223300970874,91.59223300970874,58.28516377649324,91.59223300970874,?,?,?,197.0,62312.0,0.0
10400.0,2.961483,1.5874386604875323E-7,10400.0,91.52884615384616,91.52884615384616,59.32594644506002,91.52884615384616,?,?,?,297.0,62312.0,0.0
10500.0,2.994339,1.6066884876539308E-7,10500.0,91.43809523809524,91.43809523809524,60.32656663724626,91.43809523809524,?,?,?,75.0,62312.0,1.0
10600.0,3.028547,1.6248245737204948E-7,10600.0,91.39622641509433,91.39622641509433,61.45393068469991,91.39622641509433,?,?,?,48.0,46936.0,1.0
10700.0,3.057614,1.6402350512022772E-7,10700.0,91.4766355140187,91.4766355140187,63.01703163017031,91.4766355140187,?,?,?,148.0,46936.0,0.0
10800.0,3.083214,1.6559796843470796E-7,10800.0,91.47222222222223,91.47222222222223,64.10756040530006,91.47222222222223,?,?,?,248.0,63336.0,0.0
10900.0,3.11962,1.676344972497059E-7,10900.0,91.35779816513761,91.35779816513761,64.6661665416354,91.35779816513761,?,?,?,52.0,52072.0,1.0
11000.0,3.155274,1.6962895965617562E-7,11000.0,91.34545454545454,91.34545454545454,65.58206796818509,91.34545454545454,?,?,?,152.0,52072.0,0.0
11100.0,3.184863,1.7128414976514045E-7,11100.0,91.34234234234235,91.34234234234235,66.46894626657362,91.34234234234235,?,?,?,252.0,52072.0,0.0
11200.0,3.212474,1.7267463188411458E-7,11200.0,91.29464285714286,91.29464285714286,67.12744436952124,91.29464285714286,?,?,?,37.0,41800.0,1.0
11300.0,3.236319,1.7387545931256478E-7,11300.0,91.30088495575221,91.30088495575221,67.93868232224398,91.30088495575221,?,?,?,137.0,41800.0,0.0
11400.0,3.261014,1.751190924996303E-7,11400.0,91.2719298245614,91.2719298245614,68.57233101705621,91.2719298245614,?,?,?,237.0,41800.0,0.0
11500.0,3.286453,1.7640019331541326E-7,11500.0,91.28695652173913,91.28695652173913,69.32026944274341,91.28695652173913,?,?,?,109.0,41800.0,1.0
11600.0,3.309802,1.775760423247185E-7,11600.0,91.28448275862068,91.28448275862068,69.96434937611407,91.28448275862068,?,?,?,209.0,41800.0,0.0
11700.0,3.335665,1.7898158714589144E-7,11700.0,91.15384615384615,91.15384615384615,70.13848817080208,91.15384615384615,?,?,?,52.0,48992.0,1.0
11800.0,3.364674,1.8068886478535002E-7,11800.0,91.09322033898304,91.09322033898304,70.52720134604598,91.09322033898304,?,?,?,152.0,63336.0,0.0
11900.0,3.394137,1.823993857929276E-7,11900.0,91.00840336134453,91.00840336134453,70.81287506819422,91.00840336134453,?,?,?,252.0,63336.0,0.0
12000.0,3.423035,1.8407710483297704E-7,12000.0,90.86666666666666,90.86666666666666,70.89750398300583,90.86666666666666,?,?,?,352.0,63336.0,0.0
12100.0,3.451057,1.8559998218591013E-7,12100.0,90.7603305785124,90.7603305785124,71.08122090015519,90.7603305785124,?,?,?,92.0,48992.0,1.0
12200.0,3.478633,1.8709862132246296E-7,12200.0,90.70491803278688,90.70491803278688,71.40695915279879,90.70491803278688,?,?,?,192.0,48992.0,0.0
12300.0,3.506736,1.8862590068330367E-7,12300.0,90.63414634146342,90.63414634146342,71.66748647319233,90.63414634146342,?,?,?,292.0,48992.0,0.0
12400.0,3.536078,1.9021274148590034E-7,12400.0,90.55645161290322,90.55645161290322,71.89150264042246,90.55645161290322,?,?,?,37.0,48992.0,1.0
12500.0,3.56304,1.9179954626080063E-7,12500.0,90.52799999999999,90.52799999999999,72.24566338490389,90.52799999999999,?,?,?,137.0,63336.0,0.0
12600.0,3.596576,1.9377325314200588E-7,12600.0,90.46825396825396,90.46825396825396,72.49198350893266,90.46825396825396,?,?,?,237.0,63336.0,0.0
12700.0,3.627239,1.9557787426850862E-7,12700.0,90.40944881889764,90.40944881889764,72.72727272727273,90.40944881889764,?,?,?,337.0,63336.0,0.0
12800.0,3.657026,1.9734665990910596E-7,12800.0,90.3203125,90.3203125,72.8646517739816,90.3203125,?,?,?,437.0,68456.0,0.0
12900.0,3.686465,1.9899345911211438E-7,12900.0,90.2248062015504,90.2248062015504,72.9747106729533,90.2248062015504,?,?,?,70.0,52072.0,1.0
13000.0,3.714532,2.0059313418343664E-7,13000.0,90.15384615384615,90.15384615384615,73.14309693663449,90.15384615384615,?,?,?,170.0,62312.0,0.0
13100.0,3.747461,2.0246991832223204E-7,13100.0,90.13740458015266,90.13740458015266,73.44841759145088,90.13740458015266,?,?,?,270.0,62312.0,0.0
13200.0,3.774711,2.0402302858316235E-7,13200.0,90.1060606060606,90.1060606060606,73.70116794200563,90.1060606060606,?,?,?,370.0,62312.0,0.0
13300.0,3.802216,2.0559067253644267E-7,13300.0,90.05263157894737,90.05263157894737,73.88472167390448,90.05263157894737,?,?,?,470.0,62312.0,0.0
13400.0,3.830146,2.0719005384172E-7,13400.0,89.98507462686567,89.98507462686567,74.02245451025938,89.98507462686567,?,?,?,93.0,57192.0,1.0
13500.0,3.858301,2.0880231952915587E-7,13500.0,89.95555555555555,89.95555555555555,74.24990505127231,89.95555555555555,?,?,?,193.0,57192.0,0.0
13600.0,3.907972,2.116597312564651E-7,13600.0,89.91176470588236,89.91176470588236,74.43160641073426,89.91176470588236,?,?,?,293.0,62312.0,0.0
13700.0,3.94055,2.135338380643063E-7,13700.0,89.89051094890512,89.89051094890512,74.66154409074278,89.89051094890512,?,?,?,393.0,62312.0,0.0
13800.0,3.968548,2.1504799418151377E-7,13800.0,89.86231884057972,89.86231884057972,74.86525332375136,89.86231884057972,?,?,?,90.0,48992.0,1.0
13900.0,3.994897,2.16472970948865E-7,13900.0,89.84172661870502,89.84172661870502,75.07942110836568,89.84172661870502,?,?,?,190.0,48992.0,0.0
13910.0,4.005506,2.1704671486798258E-7,13910.0,89.84184040258808,89.84184040258808,75.10570824524314,89.84184040258808,?,?,?,200.0,48992.0,0.0
