learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),Precision (percent),Recall (percent),model training instances,model serialized size (bytes),Change detected,Warning detected
27200.0,0.31626,9.003249597218302E-10,27200.0,91.75735294117648,83.38352195045732,84.64067959169694,82.17239185750637,91.71029146647021,91.82241389991098,91.5984425198078,2180.0,1408.0,0.0,1.0
27300.0,0.317115,9.027934302058486E-10,27300.0,91.74725274725274,83.3642210216955,84.67034088589507,82.15586884207192,91.70040728109554,91.81135223677114,91.58973013385305,2280.0,1408.0,0.0,0.0
27400.0,0.317984,9.053023200896052E-10,27400.0,91.72627737226277,83.3230816509878,84.67932689058593,82.11580940359735,91.67951193411827,91.78894478218793,91.57033971193876,2380.0,1408.0,0.0,0.0
27500.0,0.318843,9.077823389735488E-10,27500.0,91.69818181818182,83.2664879512743,84.6747667315567,82.06034889203208,91.65197786539304,91.76372495761716,91.54050260660482,2480.0,1408.0,0.0,0.0
27600.0,0.319685,9.102132771578101E-10,27600.0,91.66304347826087,83.19715858849572,84.65693138627726,81.98966812773952,91.61661721630941,91.72555427542598,91.50793860655486,2580.0,1408.0,0.0,0.0
27700.0,0.320546,9.126990702417163E-10,27700.0,91.63898916967509,83.14988894662847,84.65920381532753,81.9429284266334,91.59257387190675,91.69971658432402,91.48568124016782,2680.0,1408.0,0.0,0.0
27800.0,0.321377,9.150982503261832E-10,27800.0,91.60791366906474,83.08755994743342,84.64828584589064,81.88101894998447,91.56188685967736,91.67035206152822,91.45367802853085,2780.0,1408.0,0.0,0.0
27900.0,0.3222,9.174743336107997E-10,27900.0,91.5663082437276,83.00482278056816,84.61789893443158,81.79637939037599,91.52019217377256,91.62714786632286,91.41348588727138,2880.0,1408.0,0.0,0.0
28000.0,0.323176,9.202921431925563E-10,28000.0,91.55,82.97314786668613,84.63337013703966,81.76633785450062,91.5039579629975,91.60918406724657,91.39897331552704,2980.0,1408.0,0.0,0.0
28100.0,0.324053,9.228241298761633E-10,28100.0,91.52313167259787,82.91974019750555,84.6292830870491,81.71349608475357,91.4772900817832,91.58230197116433,91.37251873815366,3080.0,1408.0,0.0,0.0
